Best Fitness, Average Fitness, Worst Fitness
1000.0, 992.785, 908.0
1000.0, 995.06, 933.0
1000.0, 994.225, 863.0
996.0, 991.125, 901.0
1000.0, 994.2, 796.0
1000.0, 993.31, 865.0
1000.0, 994.625, 768.0
1000.0, 990.43, 867.0
1000.0, 992.485, 863.0
1000.0, 992.87, 861.0
1000.0, 991.73, 750.0
1000.0, 992.6, 829.0
1000.0, 994.04, 863.0
996.0, 991.21, 912.0
1000.0, 995.635, 857.0
1000.0, 993.23, 856.0
1000.0, 993.995, 822.0
1000.0, 994.9, 837.0
1000.0, 994.61, 836.0
1000.0, 994.455, 882.0
1000.0, 995.26, 861.0
1000.0, 995.735, 891.0
1000.0, 994.935, 894.0
997.0, 991.35, 933.0
1000.0, 993.205, 845.0
1000.0, 993.795, 871.0
1000.0, 991.795, 859.0
1000.0, 994.38, 837.0
1000.0, 996.495, 936.0
1000.0, 996.09, 846.0
1000.0, 996.875, 876.0
1000.0, 998.19, 944.0
1000.0, 997.31, 932.0
997.0, 988.5, 810.0
1000.0, 994.705, 863.0
1000.0, 991.72, 819.0
1000.0, 992.67, 853.0
1000.0, 991.61, 845.0
1000.0, 994.635, 906.0
1000.0, 994.08, 845.0
1000.0, 994.51, 862.0
1000.0, 995.275, 863.0
1000.0, 996.16, 887.0
997.0, 991.575, 871.0
1000.0, 992.395, 837.0
1000.0, 996.86, 810.0
1000.0, 993.27, 819.0
1000.0, 994.235, 844.0
1000.0, 995.515, 909.0
1000.0, 996.345, 897.0
1000.0, 994.035, 768.0
1000.0, 994.01, 828.0
1000.0, 992.54, 829.0
997.0, 988.61, 877.0
1000.0, 993.84, 859.0
1000.0, 994.435, 871.0
1000.0, 993.125, 859.0
1000.0, 993.575, 821.0
1000.0, 994.585, 858.0
1000.0, 996.965, 845.0
1000.0, 991.625, 818.0
1000.0, 990.755, 851.0
1000.0, 993.255, 836.0
997.0, 988.645, 838.0
1000.0, 995.045, 847.0
1000.0, 993.33, 859.0
1000.0, 992.915, 848.0
1000.0, 990.87, 843.0
1000.0, 993.515, 864.0
1000.0, 995.795, 849.0
1000.0, 995.77, 908.0
1000.0, 996.11, 895.0
1000.0, 995.99, 925.0
997.0, 990.155, 862.0
1000.0, 994.475, 855.0
1000.0, 994.36, 793.0
1000.0, 992.715, 874.0
1000.0, 991.59, 851.0
1000.0, 995.035, 875.0
1000.0, 996.805, 863.0
1000.0, 994.94, 870.0
1000.0, 993.1, 829.0
1000.0, 994.945, 863.0
997.0, 990.63, 896.0
1000.0, 991.125, 768.0
1000.0, 995.37, 917.0
1000.0, 993.135, 863.0
1000.0, 992.3, 829.0
1000.0, 994.485, 862.0
1000.0, 995.6, 920.0
1000.0, 997.04, 942.0
1000.0, 994.61, 829.0
1000.0, 994.425, 896.0
997.0, 989.88, 825.0
1000.0, 993.42, 768.0
1000.0, 987.825, 826.0
1000.0, 989.34, 845.0
1000.0, 994.375, 915.0
1000.0, 994.595, 884.0
1000.0, 992.655, 837.0
1000.0, 994.735, 814.0
1000.0, 995.39, 863.0
1000.0, 996.115, 859.0
997.0, 990.925, 867.0
1000.0, 996.185, 954.0
1000.0, 995.81, 863.0
1000.0, 996.205, 889.0
1000.0, 995.765, 905.0
1000.0, 995.92, 928.0
1000.0, 995.29, 863.0
1000.0, 993.145, 804.0
1000.0, 993.525, 926.0
1000.0, 994.545, 863.0
997.0, 990.49, 877.0
1000.0, 994.675, 859.0
1000.0, 993.95, 855.0
1000.0, 994.35, 823.0
1000.0, 994.34, 882.0
1000.0, 994.695, 768.0
1000.0, 996.105, 895.0
1000.0, 991.9, 768.0
1000.0, 994.02, 865.0
1000.0, 992.025, 768.0
997.0, 991.545, 920.0
1000.0, 995.275, 919.0
1000.0, 994.605, 845.0
1000.0, 996.74, 919.0
1000.0, 993.445, 837.0
1000.0, 993.24, 846.0
1000.0, 994.145, 837.0
1000.0, 990.575, 835.0
1000.0, 991.52, 904.0
1000.0, 989.775, 847.0
997.0, 991.565, 937.0
1000.0, 993.055, 860.0
1000.0, 994.98, 936.0
1000.0, 992.11, 767.0
1000.0, 990.275, 828.0
1000.0, 993.315, 892.0
1000.0, 991.485, 860.0
1000.0, 992.765, 921.0
1000.0, 994.34, 928.0
1000.0, 993.975, 929.0
997.0, 990.805, 910.0
1000.0, 988.075, 766.0
1000.0, 993.41, 833.0
1000.0, 994.67, 904.0
1000.0, 995.815, 900.0
1000.0, 995.22, 932.0
1000.0, 995.015, 851.0
1000.0, 995.085, 844.0
1000.0, 991.85, 820.0
1000.0, 994.125, 887.0
997.0, 990.69, 871.0
1000.0, 993.745, 903.0
1000.0, 991.135, 853.0
1000.0, 996.17, 919.0
1000.0, 992.69, 837.0
1000.0, 993.605, 845.0
1000.0, 995.605, 821.0
1000.0, 994.905, 809.0
1000.0, 995.82, 855.0
1000.0, 993.915, 829.0
997.0, 991.47, 912.0
1000.0, 992.26, 845.0
1000.0, 992.24, 844.0
1000.0, 993.94, 882.0
1000.0, 993.715, 913.0
1000.0, 995.36, 891.0
1000.0, 995.83, 858.0
1000.0, 995.51, 869.0
1000.0, 993.41, 863.0
1000.0, 992.615, 873.0
997.0, 987.395, 829.0
1000.0, 995.365, 861.0
1000.0, 995.195, 880.0
1000.0, 993.82, 895.0
1000.0, 992.01, 862.0
1000.0, 994.35, 859.0
1000.0, 995.055, 827.0
1000.0, 992.195, 767.0
1000.0, 993.42, 896.0
1000.0, 991.42, 829.0
998.0, 987.22, 831.0
1000.0, 990.615, 822.0
1000.0, 992.085, 869.0
1000.0, 989.965, 845.0
1000.0, 995.845, 948.0
1000.0, 991.07, 847.0
1000.0, 994.705, 855.0
1000.0, 992.94, 861.0
1000.0, 993.94, 864.0
1000.0, 991.865, 792.0
998.0, 990.36, 887.0
1000.0, 989.465, 819.0
